Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM
665;1712;1;1340;253;1340;31;61;81;61;41;31;1;31;1;41;21;71;81;1;31;41;11;41;21;-9;11;1;71;51;51;41;11;71;71;1;41;61;51;71;71;51;21;51;31;41;51;81;81;41;31;61;61;1;1;71;-9;11;71;41;1;51;1;41;51;21;1;11;41;81;71;41;1;81;1340
688;1713;1;1340;253;1340;71;31;31;-9;-9;71;71;51;71;41;81;1;51;71;81;71;41;61;71;51;31;-9;61;31;71;21;31;-9;41;31;11;41;31;71;61;71;71;31;-9;-9;61;61;21;11;81;11;51;81;41;1;41;41;71;81;61;31;1;81;41;21;61;31;-9;61;61;1;71;21;1340
710;1714;1;1340;253;1340;71;21;61;31;31;21;21;71;81;61;11;61;71;61;1;51;21;31;11;31;21;1;71;11;31;31;81;-9;81;21;1;61;61;-9;71;11;1;41;1;31;21;61;51;51;71;71;41;41;71;71;11;11;51;51;-9;1;11;1;71;61;1;-9;-9;41;51;31;21;31;1340
890;1715;1;1340;253;1340;41;61;61;1;71;1;41;41;-9;1;21;11;41;11;11;21;-9;21;31;61;1;21;1;31;-9;-9;-9;51;21;71;71;31;61;31;1;81;71;1;81;11;61;51;31;41;31;1;71;21;-9;1;-9;51;41;61;-9;61;61;1;51;1;41;31;1;31;11;1;51;71;1340
1092;1716;1;1340;253;1340;81;-9;21;1;-9;71;41;11;31;21;71;31;51;-9;81;11;61;71;1;21;11;11;81;71;1;1;61;51;31;61;51;1;11;71;11;71;1;31;-9;21;11;71;21;21;41;61;51;71;51;71;61;41;51;31;21;61;31;71;81;31;61;51;61;51;41;61;11;81;1340
1119;1717;1;1340;253;1340;31;21;31;71;51;51;61;31;51;1;21;11;11;11;71;71;61;11;71;31;61;11;11;81;51;11;81;31;81;31;71;81;61;31;71;61;81;71;81;31;81;31;81;31;11;71;71;41;81;1;1;1;21;71;51;71;11;71;-9;21;-9;41;81;41;61;-9;81;41;1340
1125;1718;1;1340;253;1340;81;-9;71;71;51;71;-9;41;31;81;71;71;11;31;41;41;21;1;11;21;51;31;61;71;11;31;71;11;41;21;-9;71;71;31;51;11;31;71;61;21;71;11;41;81;1;61;1;11;31;61;1;1;51;41;61;1;71;61;71;81;-9;61;61;71;61;-9;-9;11;1340
1149;1719;1;1340;253;1340;-9;61;21;11;71;51;21;11;1;51;11;81;61;21;71;31;71;11;81;51;11;11;-9;1;81;61;1;71;71;21;41;81;81;81;31;31;61;1;1;71;61;71;1;31;71;11;1;81;81;1;81;21;1;11;51;41;51;31;41;31;61;41;1;21;21;21;51;71;1340
1161;1720;1;1340;253;1340;81;41;31;21;31;41;51;1;1;1;51;81;31;21;21;71;1;11;11;31;-9;1;21;61;71;-9;31;51;21;31;81;71;-9;51;81;31;1;81;21;31;51;71;31;81;11;51;31;31;-9;61;1;61;21;31;-9;31;71;-9;71;71;61;-9;21;71;61;61;31;61;1340
1405;1721;1;1340;253;1340;1;61;1;81;81;-9;31;51;71;61;11;31;71;1;31;11;61;31;1;11;1;11;41;71;71;81;1;-9;11;21;71;71;51;71;71;81;51;1;61;61;-9;31;41;61;41;1;61;61;61;51;-9;1;71;11;61;61;71;81;61;-9;31;51;81;11;41;51;61;21;1340
1675;1722;1;1340;253;1340;41;51;51;51;71;-9;61;41;51;21;21;71;61;31;81;41;31;21;1;61;71;71;51;21;61;81;81;31;71;21;61;1;71;71;1;21;-9;1;51;41;61;81;1;51;81;71;41;61;81;51;81;31;31;11;21;71;51;1;61;21;61;21;51;61;11;61;31;51;1340
1773;1723;1;1340;253;1340;41;11;61;81;1;81;71;41;31;1;11;61;11;81;71;1;21;1;81;11;11;11;81;51;71;61;11;61;11;21;-9;11;1;81;41;71;31;31;81;51;71;61;31;-9;71;71;71;51;41;11;71;71;51;81;21;51;71;1;61;1;61;21;41;41;41;1;-9;51;1340
1884;1724;1;1340;253;1340;71;81;11;-9;21;1;1;11;21;51;11;71;61;11;81;21;61;51;-9;31;-9;71;41;21;1;41;81;71;21;71;21;51;61;71;41;51;41;81;-9;81;71;71;11;41;71;1;21;1;61;1;-9;21;11;71;11;41;61;71;61;41;81;31;71;21;11;61;41;51;1340
289;1725;1;1345;253;1345;1;61;1;61;71;21;61;61;1;41;61;-9;61;41;21;1;21;11;-9;81;71;81;11;1;31;81;81;11;1;71;31;81;51;61;71;31;11;-9;51;1;41;61;31;41;61;31;11;41;71;11;31;31;71;41;31;41;71;51;71;61;41;61;31;51;61;51;61;51;1345
334;1726;1;1345;253;1345;1;-9;81;51;1;21;1;-9;1;41;51;61;21;61;31;51;41;1;61;1;51;41;11;51;41;11;61;1;61;61;11;31;71;61;61;51;51;41;1;71;21;51;41;71;1;11;11;1;-9;1;1;41;11;71;41;51;71;61;-9;81;11;1;21;1;1;61;31;1;1345
345;1727;1;1345;253;1345;51;31;21;81;1;71;61;51;31;1;41;31;11;21;-9;41;51;1;71;71;61;41;31;31;41;61;51;71;1;81;21;81;11;31;-9;31;31;1;41;11;81;31;-9;41;1;71;71;71;21;-9;11;51;1;11;81;71;41;71;21;1;81;81;11;31;41;-9;71;71;1345
615;1728;1;1345;253;1345;41;1;51;51;61;1;31;71;11;31;71;31;31;1;11;11;61;61;-9;41;31;21;1;31;1;31;41;61;61;1;11;81;71;71;81;81;1;1;11;61;41;41;1;51;11;81;61;21;81;21;51;31;71;71;81;31;11;21;1;11;31;61;31;11;1;-9;11;81;1345
640;1729;1;1345;253;1345;31;61;31;61;51;41;51;21;61;11;71;81;21;11;31;11;71;61;31;11;71;71;21;21;81;1;-9;61;51;31;81;61;61;31;81;41;21;51;11;41;41;81;31;51;71;81;71;51;81;11;61;71;21;81;61;11;31;81;31;-9;61;11;31;11;61;71;51;51;1345
704;1730;1;1345;253;1345;11;51;1;-9;21;81;21;51;11;81;81;21;-9;11;-9;21;81;11;41;81;31;61;31;61;31;81;11;-9;1;51;51;1;31;61;21;11;81;61;61;51;51;21;61;81;61;51;61;51;41;81;71;-9;1;11;21;71;31;21;81;51;1;51;71;1;71;81;61;61;1345
744;1731;1;1345;253;1345;31;71;51;41;11;71;51;61;41;31;41;1;41;71;21;51;51;51;71;21;21;71;31;1;31;61;11;61;21;51;1;61;1;1;1;51;21;21;21;11;51;51;-9;1;41;81;11;31;71;61;31;1;81;11;71;51;1;11;71;1;21;81;1;21;21;21;81;61;1345
847;1732;1;1345;253;1345;21;71;81;61;41;-9;51;31;51;61;1;31;81;61;1;71;51;1;31;51;-9;41;51;81;51;71;51;71;51;31;81;31;11;21;71;51;51;1;1;51;11;71;71;61;61;1;21;61;51;71;41;21;51;51;51;11;61;1;61;61;11;51;61;61;71;41;71;21;1345
854;1733;1;1345;253;1345;41;1;41;21;21;11;71;61;21;11;1;51;1;1;21;1;21;61;-9;1;1;1;11;21;-9;71;61;71;61;1;31;21;81;11;1;31;1;31;1;81;71;21;21;41;51;41;21;-9;71;51;41;1;81;71;61;1;21;1;31;71;1;11;41;71;61;21;11;31;1345
901;1734;1;1345;253;1345;41;81;61;21;81;31;81;1;31;21;1;81;51;31;21;41;61;41;41;41;21;21;11;71;81;71;81;41;61;31;21;51;71;21;51;81;51;1;31;71;11;51;71;21;61;11;41;51;21;61;71;71;41;1;41;51;41;-9;81;21;51;61;71;71;61;1;51;-9;1345
1150;1735;1;1345;253;1345;1;41;71;71;1;41;81;21;61;51;-9;51;31;21;71;31;11;1;71;51;1;61;11;71;-9;41;41;61;1;-9;81;21;21;51;1;61;81;1;51;-9;-9;61;51;51;61;81;81;11;31;51;71;1;1;81;71;81;31;1;51;11;21;21;11;-9;51;81;1;71;1345
1218;1736;1;1345;253;1345;61;31;1;1;11;81;-9;1;31;21;1;41;61;-9;61;61;21;11;1;71;-9;41;51;71;71;71;31;21;21;11;41;41;21;31;41;51;81;41;-9;51;61;61;81;71;41;1;21;71;31;1;11;-9;31;61;71;31;11;71;31;41;31;51;61;-9;11;51;31;61;1345
1388;1737;1;1345;253;1345;-9;11;21;61;-9;41;51;61;71;61;1;71;81;41;41;71;21;1;31;31;41;61;81;31;31;71;11;71;41;51;81;71;81;61;41;51;41;21;71;81;21;51;71;21;61;61;1;51;11;21;81;1;51;11;41;51;51;51;51;51;71;41;61;21;11;71;21;1;1345
1840;1738;1;1345;253;1345;61;11;51;51;-9;21;21;51;21;21;11;31;51;21;81;51;51;-9;11;51;21;51;81;71;41;51;41;41;71;11;81;81;71;21;1;31;71;81;11;51;21;71;51;41;71;21;41;71;21;61;61;-9;-9;1;-9;31;41;21;71;61;-9;71;71;11;61;1;51;31;1345
45;1739;1;1350;253;1350;1;11;1;71;71;71;61;41;-9;61;31;61;1;51;-9;31;21;1;51;51;61;41;11;81;-9;1;41;-9;51;71;-9;1;71;71;81;51;61;31;81;31;71;21;61;41;71;61;1;51;11;71;1;81;51;21;11;51;1;71;11;-9;31;61;21;1;1;31;21;61;1350
59;1740;1;1350;253;1350;1;71;51;71;61;71;81;81;11;31;31;-9;71;81;51;31;61;61;41;31;51;61;71;51;61;1;41;31;31;61;-9;71;11;11;21;81;71;61;51;61;1;31;-9;1;61;71;71;1;41;1;71;81;31;31;81;71;41;51;1;11;51;1;1;51;41;11;11;11;1350
110;1741;1;1350;253;1350;1;61;1;61;1;21;21;31;21;71;1;81;21;51;21;51;51;21;11;41;51;51;1;21;11;41;61;-9;-9;1;-9;31;1;81;31;21;1;21;31;21;61;71;81;1;81;31;71;81;41;-9;51;51;51;51;71;41;51;41;51;1;81;51;51;81;81;61;11;41;1350
259;1742;1;1350;253;1350;31;21;71;1;71;71;41;21;61;71;81;41;21;71;61;61;51;51;71;11;51;61;31;61;81;11;21;1;1;11;41;71;81;81;71;21;41;61;51;31;41;81;51;51;41;81;31;81;21;71;1;71;11;1;11;41;81;51;71;61;51;41;11;21;81;41;81;41;1350
342;1743;1;1350;253;1350;71;21;21;1;61;31;21;51;1;31;51;71;71;31;11;81;41;51;1;1;71;11;41;61;81;21;71;1;41;51;41;-9;41;31;51;-9;71;21;51;51;51;21;21;61;61;71;1;61;21;71;71;81;51;11;31;51;-9;41;61;71;71;81;71;51;81;31;21;21;1350
456;1744;1;1350;253;1350;81;61;-9;61;1;61;51;31;-9;51;41;81;21;21;71;61;61;71;1;51;-9;81;41;41;51;-9;31;11;81;11;41;51;51;51;51;51;71;31;11;51;-9;61;61;31;1;71;71;-9;61;11;-9;11;71;51;11;1;41;51;11;1;71;71;71;21;51;-9;31;21;1350
687;1745;1;1350;253;1350;31;71;21;31;81;41;51;21;61;41;1;61;51;21;11;71;1;61;41;1;51;61;11;51;61;81;61;71;61;61;81;71;31;21;31;31;11;1;81;81;61;21;61;71;71;-9;51;51;31;51;41;51;71;61;1;31;11;11;1;21;61;41;61;71;61;51;61;31;1350
1315;1746;1;1350;253;1350;21;51;61;51;61;51;81;41;1;31;41;1;61;61;21;71;31;61;51;71;51;61;81;21;51;11;51;51;71;41;71;31;71;21;81;-9;21;41;41;1;61;71;21;71;1;71;71;31;71;21;31;31;31;1;21;51;41;41;21;51;1;71;41;41;61;31;51;31;1350
1645;1747;1;1350;253;1350;1;31;71;51;11;-9;11;21;31;-9;71;61;41;1;71;41;81;71;41;1;31;1;61;-9;1;51;51;71;61;31;71;51;41;61;61;71;71;11;51;31;-9;81;31;11;31;-9;71;11;81;61;31;71;1;41;61;-9;1;21;11;11;21;51;81;41;21;21;1;1;1350
1908;1748;1;1350;253;1350;41;71;61;1;51;31;1;21;61;31;51;21;51;-9;81;51;81;1;51;1;1;41;41;51;51;71;-9;41;-9;21;51;11;21;81;71;-9;21;1;41;1;31;41;21;31;81;81;41;61;41;81;31;11;11;81;41;1;41;1;21;1;81;51;-9;21;31;81;-9;1;1350
521;1749;1;1355;253;1355;31;11;71;61;51;61;81;21;61;41;71;31;21;-9;1;41;51;11;21;11;11;71;61;41;11;81;1;41;-9;81;21;41;61;1;1;-9;71;31;61;71;51;41;11;21;21;31;61;81;61;21;51;31;41;11;61;71;31;71;81;71;21;81;1;71;81;71;61;81;1355
851;1750;1;1355;253;1355;21;61;71;11;31;-9;41;21;71;31;-9;71;1;-9;71;21;21;51;51;11;31;1;61;31;41;71;-9;61;51;81;21;81;71;71;71;11;61;81;-9;11;1;21;31;11;71;61;31;71;11;-9;81;11;21;1;11;61;11;11;71;41;61;41;21;1;51;61;21;31;1355
867;1751;1;1355;253;1355;41;71;11;81;11;71;41;1;11;11;11;1;81;11;81;31;1;71;61;-9;11;11;1;51;41;11;61;41;1;21;41;61;31;21;71;81;61;71;1;41;61;21;61;61;71;71;41;1;21;71;11;1;-9;81;11;1;21;61;41;41;81;21;21;51;51;1;-9;-9;1355
1222;1752;1;1355;253;1355;-9;51;11;61;71;41;61;11;41;71;41;21;41;51;51;1;61;1;1;31;81;71;11;81;11;-9;81;41;1;11;81;1;-9;51;41;61;21;31;61;41;-9;21;71;81;-9;71;31;1;61;41;11;61;1;81;11;31;31;51;21;41;51;51;31;21;51;71;61;81;1355
1258;1753;1;1355;253;1355;41;1;71;81;11;31;21;1;11;11;71;31;31;81;31;41;61;11;11;1;31;11;31;1;51;51;-9;41;11;71;11;21;71;81;71;71;-9;-9;11;11;1;1;11;21;-9;71;41;71;21;1;41;51;41;71;31;1;21;41;51;51;51;21;51;51;71;1;31;21;1355
1362;1754;1;1355;253;1355;1;-9;1;31;71;1;61;11;41;21;71;1;51;61;-9;1;41;81;21;11;81;21;31;61;71;81;11;1;61;1;-9;31;1;11;61;11;71;41;21;1;71;1;11;51;41;31;1;41;51;61;81;31;11;51;21;61;11;41;31;1;41;71;1;1;71;-9;51;61;1355
1638;1755;1;1355;253;1355;71;51;41;71;41;41;51;21;1;41;81;51;71;51;61;61;81;51;-9;1;71;-9;41;31;71;61;31;71;71;31;-9;21;61;81;51;1;11;81;61;41;31;51;41;1;71;61;71;61;61;21;-9;41;71;11;11;61;81;11;51;71;51;1;71;71;21;61;11;1;1355
1892;1756;1;1355;253;1355;61;81;61;1;41;61;-9;31;21;1;51;81;-9;51;71;11;51;1;41;51;51;21;11;61;81;31;31;1;71;-9;61;61;81;51;21;41;1;11;21;11;21;41;31;11;61;11;61;71;21;-9;61;21;61;61;81;1;31;71;11;71;61;71;-9;51;1;61;1;1;1355
393;1757;1;1360;253;1360;11;31;51;41;71;61;11;71;61;51;41;1;31;81;1;41;-9;-9;71;81;61;1;31;41;41;81;-9;-9;1;11;21;51;31;1;21;51;1;21;1;11;61;71;31;-9;21;11;41;21;21;11;71;71;31;21;71;21;71;71;-9;31;51;71;31;31;61;31;-9;51;1360
667;1758;1;1360;253;1360;41;-9;21;11;1;71;71;-9;41;51;51;71;61;41;21;71;31;21;61;51;11;81;71;41;81;21;71;11;31;41;81;51;-9;41;31;11;31;81;41;61;71;51;1;71;-9;21;61;31;81;61;71;11;71;51;11;51;81;41;11;81;61;11;51;51;71;61;11;61;1360
674;1759;1;1360;253;1360;71;71;71;21;41;71;31;41;71;81;81;31;51;71;71;-9;1;61;41;41;71;71;71;71;1;61;61;21;-9;-9;61;41;11;31;71;71;11;-9;51;31;81;51;41;41;51;41;41;61;51;51;21;11;71;41;71;41;11;31;1;81;41;-9;51;61;71;51;41;41;1360
818;1760;1;1360;253;1360;31;41;-9;61;11;71;71;31;1;-9;61;41;1;21;11;1;1;71;-9;1;11;71;41;61;1;71;11;1;51;51;71;-9;51;-9;71;61;11;11;21;11;-9;21;11;61;81;51;41;61;81;41;61;41;-9;1;-9;11;61;21;11;21;11;1;31;41;51;51;81;21;1360
915;1761;1;1360;253;1360;11;61;61;41;81;61;81;21;51;51;71;71;1;1;51;71;21;-9;71;41;31;51;71;81;61;71;61;-9;11;71;11;1;11;21;51;81;51;71;41;51;1;71;81;-9;31;71;21;41;61;21;81;11;21;31;11;11;1;-9;71;71;61;81;51;61;31;11;31;61;1360
1146;1762;1;1360;253;1360;11;41;11;31;31;51;11;11;11;1;61;81;11;11;61;51;11;21;71;41;31;71;61;21;1;71;1;11;71;1;41;11;71;61;71;61;71;71;71;31;1;-9;21;61;-9;1;61;1;11;61;61;21;71;41;1;71;61;1;41;61;41;61;61;31;-9;41;61;71;1360
1743;1763;1;1360;253;1360;21;21;61;21;61;51;71;81;11;71;-9;31;51;71;41;31;41;21;1;51;81;1;11;11;-9;41;-9;1;21;71;51;11;1;11;61;41;21;81;81;41;51;81;51;71;61;81;11;61;71;21;71;71;71;31;61;31;31;51;-9;21;71;81;1;71;41;41;1;41;1360
164;1764;1;1365;253;1365;41;51;61;41;61;41;-9;-9;81;61;61;81;21;81;51;51;71;1;-9;21;81;61;31;81;71;51;1;31;61;41;51;41;21;51;31;81;41;71;1;71;81;71;11;51;41;31;41;71;1;31;51;51;41;71;1;11;1;21;1;31;71;41;61;21;71;1;61;71;1365
745;1765;1;1365;253;1365;41;21;-9;41;81;1;21;41;21;31;41;41;31;71;-9;11;21;1;11;31;11;81;51;-9;41;41;31;31;21;61;61;-9;21;1;11;61;1;1;-9;11;21;61;81;31;31;61;71;61;1;71;61;71;-9;11;71;71;61;-9;-9;61;71;11;-9;71;41;81;-9;71;1365
1281;1766;1;1365;253;1365;31;41;61;21;11;51;-9;11;-9;11;1;11;51;1;41;21;21;21;71;21;81;41;21;21;-9;41;-9;1;61;21;21;71;61;51;-9;1;31;31;61;51;51;51;-9;41;71;-9;21;11;21;21;61;51;51;11;71;-9;71;1;71;21;21;11;61;11;11;-9;61;11;1365
1353;1767;1;1365;253;1365;11;41;21;1;81;61;81;21;81;61;61;71;61;61;31;81;11;71;71;11;31;1;81;21;41;71;51;31;51;31;51;71;81;21;11;31;61;71;81;11;61;21;21;61;71;61;61;81;71;1;81;11;41;21;31;31;31;1;-9;71;81;81;31;81;51;31;61;51;1365
1391;1768;1;1365;253;1365;61;71;-9;31;51;31;31;81;1;21;61;61;81;1;51;51;41;51;71;61;1;-9;81;51;31;21;31;11;81;41;41;61;41;-9;31;31;21;51;71;31;1;61;61;71;31;1;21;1;61;41;-9;51;41;81;71;31;61;31;1;71;21;81;-9;41;41;21;81;41;1365
1627;1769;1;1365;253;1365;61;71;31;61;11;1;1;61;21;51;-9;21;51;1;31;71;21;31;71;-9;-9;71;51;51;71;41;51;71;71;61;71;71;71;21;21;-9;31;41;81;31;41;11;1;71;1;71;31;71;31;61;1;41;71;51;31;1;71;21;41;51;11;71;61;41;1;11;51;51;1365
1631;1770;1;1365;253;1365;1;81;21;61;11;51;31;1;-9;51;51;11;31;71;11;41;31;71;31;31;41;1;1;11;11;-9;71;81;71;61;41;31;61;1;81;71;51;-9;1;71;81;21;21;61;11;51;1;81;21;31;41;11;1;81;-9;51;51;61;11;21;81;81;41;-9;21;31;81;31;1365
1832;1771;1;1365;253;1365;51;11;21;11;61;-9;61;1;71;1;71;81;71;81;71;-9;1;31;61;81;71;1;1;71;51;51;61;61;61;31;61;1;1;81;81;71;51;1;71;61;41;11;81;41;61;51;61;31;-9;61;41;41;41;31;11;31;71;-9;1;31;1;1;71;61;31;-9;81;-9;1365
141;1772;1;1370;253;1370;71;11;11;41;-9;1;1;1;61;-9;81;-9;41;1;21;1;71;71;21;51;61;1;11;51;51;11;21;61;71;21;51;-9;51;11;11;31;1;-9;1;1;-9;1;61;41;51;61;11;61;11;41;61;21;51;71;71;11;61;11;21;-9;71;71;61;71;71;11;51;1;1370
284;1773;1;1370;253;1370;61;61;61;71;31;-9;71;71;21;21;31;21;61;21;-9;11;61;61;51;41;31;41;41;61;-9;41;1;51;11;41;41;61;21;51;51;11;61;-9;1;1;21;1;71;21;81;71;31;81;1;1;51;81;1;1;71;31;61;-9;81;41;61;41;31;1;81;61;21;31;1370
610;1774;1;1370;253;1370;41;51;61;71;61;81;71;1;1;71;31;1;11;41;-9;51;21;81;61;41;11;1;21;1;21;41;41;81;41;81;51;81;41;41;-9;11;81;21;71;61;31;41;61;51;71;1;31;1;-9;41;1;-9;1;41;71;41;1;61;1;1;11;71;71;31;51;51;31;1;1370
1050;1775;1;1370;253;1370;71;81;71;21;41;61;41;61;61;71;61;71;51;51;51;61;21;51;51;31;61;71;51;11;11;61;21;51;81;21;21;11;81;-9;61;61;61;71;11;61;41;11;71;41;-9;41;81;41;61;51;71;61;21;21;11;31;21;51;31;71;31;71;81;41;51;61;1;71;1370
1093;1776;1;1370;253;1370;81;1;1;21;11;-9;61;41;61;41;11;61;51;-9;1;41;1;21;61;21;1;71;-9;1;31;51;71;51;41;11;71;61;31;71;81;11;71;31;1;81;21;71;71;61;11;51;51;61;21;1;31;51;41;1;71;81;61;1;81;51;21;81;21;31;1;31;81;11;1370
1250;1777;1;1370;253;1370;81;-9;11;11;21;1;61;21;41;-9;61;61;81;51;-9;61;31;31;21;21;81;71;31;81;61;11;71;41;71;71;71;81;61;51;41;41;21;81;51;51;21;-9;1;61;31;81;21;41;21;71;31;61;71;51;-9;11;71;1;41;21;51;51;1;41;1;1;51;11;1370
1286;1778;1;1370;253;1370;11;71;51;61;51;31;31;51;81;71;1;41;51;1;51;61;21;71;71;51;71;71;71;21;71;81;61;21;51;21;81;31;31;1;71;31;41;11;81;61;31;21;11;41;61;61;71;71;51;31;21;11;1;61;51;61;31;41;41;61;21;-9;41;71;41;61;21;61;1370
1533;1779;1;1370;253;1370;51;41;1;1;41;71;51;51;21;-9;31;71;-9;81;41;11;1;31;11;11;-9;71;-9;1;71;11;11;61;81;61;31;71;-9;71;71;21;31;71;71;61;51;81;41;11;51;81;81;31;31;71;81;81;51;41;61;71;-9;81;51;-9;-9;21;-9;61;31;21;21;41;1370
1777;1780;1;1370;253;1370;21;11;21;71;-9;71;61;-9;31;81;1;1;31;1;31;1;41;-9;21;61;61;81;-9;11;-9;51;1;61;51;21;41;71;81;-9;71;21;41;-9;41;11;41;31;31;1;21;71;41;71;61;81;-9;51;1;1;51;-9;11;41;71;31;11;31;1;71;51;41;-9;21;1370
1827;1781;1;1370;253;1370;51;61;71;41;81;41;61;71;31;41;71;-9;41;71;51;71;-9;61;1;81;51;81;11;31;11;-9;51;41;81;41;1;31;71;31;61;-9;1;1;41;71;21;31;21;71;31;21;71;31;-9;61;61;81;51;71;41;61;41;11;71;61;51;61;11;11;31;31;71;71;1370
378;1782;1;1375;253;1375;81;61;41;71;21;41;51;31;11;81;31;41;41;21;41;81;1;71;11;81;11;71;51;61;71;71;61;61;81;41;71;61;1;41;71;81;51;31;61;71;31;1;21;81;51;21;51;11;71;1;51;61;31;41;61;-9;71;81;51;1;71;61;11;81;41;71;1;71;1375
458;1783;1;1375;253;1375;1;71;11;31;71;11;31;-9;1;51;71;41;1;31;81;61;71;21;71;41;1;41;21;61;31;1;1;81;-9;11;81;71;11;71;71;31;-9;71;61;41;81;61;61;31;31;31;-9;61;71;1;41;11;1;31;31;61;81;51;31;11;21;11;71;61;41;41;11;41;1375
767;1784;1;1375;253;1375;11;61;1;1;1;51;71;21;31;41;1;1;41;51;1;21;41;1;51;21;41;11;71;61;61;61;-9;51;61;71;11;81;11;11;21;71;51;1;71;11;21;61;81;-9;61;81;81;61;61;71;21;21;41;1;1;71;31;41;1;-9;1;41;31;31;61;1;61;11;1375
943;1785;1;1375;253;1375;71;21;51;71;21;61;71;61;41;61;41;11;61;11;51;61;51;61;61;-9;31;71;31;51;-9;21;41;71;21;-9;61;81;51;71;61;41;81;21;81;51;21;61;31;81;41;71;41;31;71;71;51;51;21;51;51;21;51;81;41;31;11;71;31;21;-9;1;71;21;1375
1070;1786;1;1375;253;1375;21;51;11;11;41;11;61;-9;-9;21;1;11;61;61;11;11;1;11;61;51;51;1;51;41;71;61;21;11;61;81;31;81;1;11;21;-9;61;11;-9;61;1;71;31;21;41;41;71;-9;1;71;71;51;-9;11;41;41;81;11;31;61;11;71;11;11;81;71;71;21;1375
1113;1787;1;1375;253;1375;41;1;81;31;-9;61;61;-9;71;1;11;11;21;51;1;31;61;81;1;1;21;11;81;11;31;1;71;-9;51;11;-9;51;71;1;81;51;51;61;71;-9;61;51;21;21;81;21;51;41;51;51;1;61;51;61;71;-9;71;71;31;51;1;81;71;41;71;71;51;41;1375
1201;1788;1;1375;253;1375;61;71;71;41;51;81;31;-9;21;31;41;1;1;41;81;41;1;21;-9;71;71;41;71;1;11;71;61;31;21;51;81;71;11;31;81;11;21;11;11;11;71;81;81;31;41;31;21;11;-9;21;1;61;71;31;71;41;51;1;11;1;51;31;-9;21;-9;-9;1;31;1375
1219;1789;1;1375;253;1375;61;21;-9;11;61;1;81;1;81;41;1;31;71;61;-9;61;11;21;71;71;-9;61;61;1;31;21;21;51;81;41;11;61;61;11;71;1;11;1;11;21;81;41;71;21;1;21;71;61;71;71;51;31;71;1;61;41;81;1;31;1;21;51;41;41;31;11;11;41;1375
1594;1790;1;1375;253;1375;51;61;-9;41;1;21;-9;81;11;21;21;61;-9;81;31;31;61;31;21;51;71;-9;81;81;81;1;41;61;61;11;11;1;51;1;21;81;21;61;41;81;51;51;51;-9;61;71;1;-9;41;31;31;11;11;71;31;71;51;41;31;51;11;31;11;61;51;21;61;71;1375
1644;1791;1;1375;253;1375;-9;51;31;71;61;21;1;51;-9;61;71;1;71;-9;1;21;41;11;81;51;71;71;31;61;-9;-9;71;41;41;41;1;1;61;61;21;11;61;71;71;-9;1;51;21;61;41;21;41;31;1;1;1;21;21;31;11;1;71;51;11;71;-9;71;81;21;1;1;1;51;1375
1820;1792;1;1375;253;1375;1;-9;61;41;1;-9;-9;21;51;11;41;11;-9;71;41;1;81;21;61;1;81;21;81;81;81;1;71;31;41;-9;81;31;31;51;11;71;51;31;41;51;41;11;21;21;31;51;61;81;71;41;11;31;71;41;1;1;1;61;81;31;71;61;71;51;31;51;61;51;1375
642;1793;1;1380;253;1380;1;71;51;51;-9;71;51;71;1;71;71;11;51;1;81;51;21;71;21;61;11;61;81;61;21;71;31;81;81;11;31;41;1;81;51;71;81;61;71;21;61;61;41;11;31;71;21;71;-9;41;11;31;81;51;11;71;61;51;1;71;1;-9;-9;11;31;61;21;51;1380
852;1794;1;1380;253;1380;41;41;-9;51;61;1;1;41;41;21;21;11;71;61;71;21;41;51;11;31;61;-9;11;71;61;61;11;51;21;61;31;11;41;41;1;31;1;71;41;31;71;51;41;51;71;21;61;-9;71;81;71;81;1;61;71;61;21;71;1;61;31;31;-9;21;21;81;11;11;1380
1122;1795;1;1380;253;1380;11;21;71;1;1;61;21;21;51;51;-9;1;21;21;21;41;61;31;31;41;1;71;61;1;51;31;81;61;31;51;61;61;-9;11;61;41;31;-9;71;61;21;81;-9;81;51;81;31;31;71;11;21;1;31;81;21;61;81;81;81;81;21;31;41;41;31;61;31;71;1380
1252;1796;1;1380;253;1380;-9;41;1;21;41;41;1;11;81;11;31;71;51;11;71;41;61;61;61;1;51;31;41;-9;71;21;71;11;41;51;1;71;41;51;71;21;71;1;41;11;71;1;1;51;71;11;41;41;61;61;81;21;-9;-9;71;41;61;51;1;21;11;31;51;31;51;1;21;71;1380
