Solution ID;Rank;Feasible;Single Objective;Best Iteration;Objective 1;Variable 1;Variable 2;Variable 3;Variable 4;Variable 5;Variable 6;Variable 7;Variable 8;Variable 9;Variable 10;Variable 11;Variable 12;Variable 13;Variable 14;Variable 15;Variable 16;Variable 17;Variable 18;Variable 19;Variable 20;Variable 21;Variable 22;Variable 23;Variable 24;Variable 25;Variable 26;Variable 27;Variable 28;Variable 29;Variable 30;Variable 31;Variable 32;Variable 33;Variable 34;Variable 35;Variable 36;Variable 37;Variable 38;Variable 39;Variable 40;Variable 41;Variable 42;Variable 43;Variable 44;Variable 45;Variable 46;Variable 47;Variable 48;Variable 49;Variable 50;Variable 51;Variable 52;Variable 53;Variable 54;Variable 55;Variable 56;Variable 57;Variable 58;Variable 59;Variable 60;Variable 61;Variable 62;Variable 63;Variable 64;Variable 65;Variable 66;Variable 67;Variable 68;PM
1535;640;1;370;253;370;11;21;11;1;1;1;11;11;41;21;31;1;11;1;11;1;11;11;21;21;11;1;1;11;11;1;1;1;1;21;1;1;11;21;11;11;1;31;11;11;1;-9;1;11;1;1;11;1;1;1;11;1;21;11;11;21;1;41;21;11;1;21;1;11;21;21;11;51;370
1555;641;1;370;253;370;11;21;11;1;1;1;11;11;41;21;31;1;11;1;11;1;11;11;21;21;11;1;1;11;11;1;1;1;1;21;1;1;11;21;11;11;1;31;11;11;1;-9;1;11;1;1;11;1;1;1;11;1;21;11;11;21;1;41;21;11;1;11;1;11;21;21;11;51;370
1565;642;1;370;253;370;21;21;21;1;1;1;11;21;31;11;21;1;11;1;11;11;1;11;1;11;1;1;21;1;1;11;1;11;11;21;1;11;1;21;11;11;11;21;-9;1;11;-9;1;1;11;1;1;11;11;1;1;1;21;11;11;21;1;31;21;21;1;1;1;21;1;11;11;51;370
1829;643;1;370;253;370;11;1;11;1;1;1;1;-9;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;41;31;21;11;-9;1;1;1;1;11;11;51;370
1894;644;1;370;253;370;11;1;11;1;1;1;1;1;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;21;31;21;11;-9;1;1;1;1;11;11;51;370
1346;645;1;375;253;375;11;11;11;1;1;21;1;21;41;21;11;1;11;1;11;11;1;11;1;11;1;11;11;11;11;1;1;11;1;21;11;1;1;31;11;11;11;31;11;11;1;-9;11;1;21;1;21;11;1;11;11;1;21;21;11;21;11;11;31;11;11;1;1;1;11;11;11;51;375
1366;646;1;375;253;375;11;11;11;1;1;21;1;21;31;21;11;1;11;1;11;11;1;11;1;11;1;11;11;11;11;1;1;11;1;21;11;1;1;31;11;11;11;21;11;11;1;-9;11;1;11;1;11;11;1;11;11;1;21;21;11;21;11;11;31;11;11;1;1;1;11;11;11;51;375
1439;647;1;375;253;375;11;1;11;21;11;11;21;21;31;21;21;11;21;11;11;1;11;11;21;11;21;1;21;11;11;21;11;21;21;11;21;21;11;21;11;11;21;21;1;1;21;11;21;1;1;1;11;21;1;1;21;21;21;11;11;21;1;11;21;21;21;1;21;11;11;11;21;41;375
1561;648;1;375;253;375;11;21;11;1;1;1;11;11;41;21;31;1;11;1;11;1;11;11;21;21;11;1;11;11;11;1;1;1;1;21;1;1;11;21;11;11;1;31;11;11;1;-9;1;11;1;1;11;1;1;1;11;1;21;11;11;21;1;41;21;11;1;21;1;11;21;21;11;51;375
1843;649;1;375;253;375;11;11;11;1;1;1;1;11;31;11;11;1;11;1;1;1;1;11;1;11;1;11;1;1;11;1;1;1;1;11;1;1;1;21;11;11;1;31;-9;11;11;1;1;11;1;1;1;11;11;11;1;1;11;11;11;21;21;31;21;11;-9;11;1;1;11;11;11;51;375
1951;650;1;375;253;375;11;11;11;11;21;21;1;31;21;11;21;1;21;1;1;1;1;1;1;11;11;1;11;1;31;1;1;31;21;11;1;1;11;21;31;21;1;21;-9;1;1;1;31;1;1;11;1;1;1;1;21;11;21;11;11;11;21;31;31;11;1;1;1;1;1;21;21;51;375
1961;651;1;375;253;375;11;1;11;1;11;1;11;21;41;21;21;21;21;11;11;1;11;1;11;21;11;11;1;1;1;11;11;1;1;21;11;11;1;11;11;11;1;31;1;1;1;-9;11;11;11;11;11;1;11;1;21;1;11;11;11;31;31;41;31;11;-9;1;11;11;11;21;11;51;375
145;652;1;380;253;380;1;1;11;1;1;1;1;11;31;11;11;1;11;1;1;1;-9;1;1;11;-9;1;1;1;1;1;1;1;1;11;1;-9;1;21;1;1;1;21;-9;1;1;-9;1;1;1;-9;1;1;1;1;1;-9;1;11;11;1;1;1;1;11;1;1;1;1;-9;1;31;1;380
192;653;1;380;253;380;1;1;21;1;11;11;11;11;41;21;11;1;11;1;11;11;11;11;1;11;11;21;21;11;11;1;11;11;1;11;11;11;11;21;21;11;1;31;1;1;1;-9;11;1;11;1;11;1;11;11;1;1;1;11;21;11;11;1;1;21;1;11;11;1;11;11;11;11;380
303;654;1;380;253;380;11;21;21;31;1;21;1;11;41;21;11;11;11;21;11;1;11;1;1;21;11;1;1;1;11;1;11;31;1;11;21;1;1;11;11;21;1;21;11;21;1;11;1;1;21;31;11;11;11;1;1;31;1;11;11;1;1;31;1;11;21;11;1;11;71;11;11;11;380
703;655;1;380;253;380;21;11;11;1;11;1;11;21;31;21;21;11;21;21;1;11;1;1;11;21;11;1;11;1;1;1;11;1;11;11;1;1;11;21;11;11;11;11;1;1;1;1;21;1;11;11;1;1;1;11;11;11;21;11;11;11;11;1;31;11;1;11;21;1;11;11;21;21;380
1562;656;1;380;253;380;11;11;11;1;11;1;11;11;41;21;21;11;11;1;11;1;11;11;21;21;11;1;1;11;11;1;1;1;1;21;1;1;11;21;11;11;1;31;11;11;1;-9;1;11;1;1;11;1;11;1;11;1;21;11;11;31;11;41;21;11;1;21;11;11;21;21;11;51;380
1728;657;1;380;253;380;11;11;11;11;1;11;21;11;31;11;11;11;21;11;1;11;1;1;21;11;1;1;1;11;21;11;1;1;1;11;1;1;11;21;21;11;1;31;1;11;11;1;11;1;1;1;21;11;1;1;21;1;11;11;11;31;1;31;31;11;-9;1;1;1;11;11;21;51;380
1783;658;1;380;253;380;11;1;11;1;1;11;1;21;31;21;11;1;21;11;1;1;11;1;1;11;11;11;1;11;1;1;1;1;1;11;1;1;1;21;11;11;1;31;1;11;1;1;1;11;11;11;1;11;11;11;11;11;11;11;21;21;21;31;21;11;1;11;1;1;11;21;11;51;380
1866;659;1;380;253;380;11;1;11;1;1;1;1;-9;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;61;31;21;11;-9;1;1;1;1;11;11;51;380
1902;660;1;380;253;380;11;1;11;1;-9;1;1;1;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;-9;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;21;31;21;11;-9;1;1;1;1;11;11;51;380
478;661;1;385;253;385;11;11;11;1;11;1;21;11;31;11;11;1;11;11;11;11;1;11;11;11;1;1;1;21;1;21;1;1;1;31;1;1;1;21;21;11;11;21;-9;1;1;1;1;1;1;1;1;1;11;11;11;11;11;11;21;11;1;11;21;11;1;11;11;11;1;21;21;1;385
722;662;1;385;253;385;21;11;11;1;11;1;11;21;31;21;21;11;21;21;1;11;1;1;11;21;11;1;11;1;1;1;11;1;11;11;1;1;11;21;11;11;11;11;1;1;1;1;21;1;11;11;1;1;1;11;11;11;31;11;11;11;11;1;31;11;1;11;21;1;11;11;21;21;385
1175;663;1;385;253;385;11;1;11;1;1;1;11;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;1;11;31;385
1415;664;1;385;253;385;11;1;11;31;11;11;31;21;31;31;21;1;31;21;11;1;31;1;21;11;21;1;21;11;1;21;1;21;11;11;31;11;11;21;11;11;31;21;1;1;31;1;31;1;1;1;21;21;1;1;31;21;21;11;11;21;1;1;31;31;31;1;21;1;21;11;21;51;385
1605;665;1;385;253;385;11;11;11;11;11;1;21;21;21;11;21;21;21;11;11;21;31;1;1;11;11;11;1;31;31;1;21;1;31;11;31;1;1;11;11;21;1;41;-9;1;1;1;1;1;21;1;11;1;1;1;31;1;11;21;11;11;11;31;31;21;11;1;1;1;11;11;11;31;385
1619;666;1;385;253;385;11;11;21;1;11;11;1;11;41;11;11;11;21;1;11;31;11;1;1;31;11;1;1;11;1;11;1;1;1;11;1;1;21;41;21;11;11;21;1;11;1;1;1;1;11;1;1;11;21;1;11;11;11;21;21;31;1;31;21;21;1;11;11;11;1;21;11;51;385
1660;667;1;385;253;385;11;1;11;1;11;1;1;21;41;11;31;1;21;11;21;11;21;11;11;11;11;1;21;1;1;1;1;21;1;11;11;21;1;21;11;11;11;31;1;1;1;1;21;11;1;21;11;11;1;1;11;11;21;21;21;31;11;31;31;31;11;11;21;11;1;31;21;41;385
1695;668;1;385;253;385;11;11;11;1;1;1;21;11;31;11;11;11;21;11;1;1;1;1;11;11;1;1;1;11;11;11;1;1;1;11;1;1;11;21;11;11;1;31;1;1;21;1;1;1;1;1;21;11;1;1;21;1;11;11;11;31;1;31;21;11;-9;1;1;1;11;11;21;51;385
1995;669;1;385;253;385;11;11;21;1;1;11;31;11;21;31;11;11;11;11;1;11;21;1;1;21;1;1;21;1;11;11;21;1;11;21;21;11;11;21;11;31;21;21;1;1;1;1;1;1;1;21;11;1;1;1;1;21;31;11;21;21;31;31;31;11;-9;1;11;1;11;1;11;31;385
197;670;1;390;253;390;11;11;11;1;11;1;1;21;21;21;21;11;21;11;11;1;21;11;11;11;11;1;1;1;11;1;21;1;1;21;11;21;1;31;1;21;11;21;1;11;1;1;11;1;11;1;21;1;11;1;1;1;1;21;21;1;1;1;11;11;11;11;11;1;11;11;11;1;390
561;671;1;390;253;390;11;11;21;11;11;1;1;21;31;11;21;11;11;1;11;1;1;1;1;11;11;1;1;21;1;11;11;11;1;11;1;11;1;21;11;11;21;11;1;21;1;-9;11;1;11;21;1;1;1;11;1;11;61;21;11;11;11;1;11;11;1;1;21;1;21;21;11;31;390
870;672;1;390;253;390;31;1;11;1;1;11;21;11;41;11;31;21;21;1;1;1;31;21;11;11;1;21;1;1;11;11;11;21;1;11;1;11;11;21;11;21;1;21;1;21;1;-9;1;1;1;1;11;11;1;1;11;1;11;11;41;21;1;11;21;11;1;1;41;11;11;-9;11;1;390
1134;673;1;390;253;390;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;1;21;11;1;1;1;1;1;-9;11;21;390
1212;674;1;390;253;390;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;-9;11;41;390
1300;675;1;390;253;390;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;31;390
1314;676;1;390;253;390;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;41;390
1327;677;1;390;253;390;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;61;390
1474;678;1;390;253;390;11;1;21;1;11;1;1;11;31;11;21;1;21;11;11;11;11;11;11;11;11;1;11;1;1;1;1;1;1;11;11;1;21;31;21;21;1;21;1;1;1;1;1;1;11;1;11;1;1;11;1;1;11;11;21;21;11;21;21;21;11;1;1;11;1;11;11;31;390
1564;679;1;390;253;390;21;21;21;1;11;1;11;21;31;21;21;1;11;11;11;11;21;11;11;11;1;1;11;1;1;11;1;11;11;21;11;21;1;21;11;21;11;21;-9;1;11;-9;1;1;11;1;1;11;11;1;1;1;21;11;11;21;11;31;21;21;1;11;1;21;1;11;11;51;390
1672;680;1;390;253;390;11;1;11;1;1;1;1;11;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;-9;21;11;11;1;21;-9;1;-9;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;41;21;11;-9;1;1;1;1;1;11;51;390
1789;681;1;390;253;390;11;11;11;1;11;11;1;21;31;21;11;1;21;11;11;1;11;1;1;11;11;11;1;1;1;1;1;1;1;21;11;1;1;21;11;11;1;31;1;11;1;1;1;11;11;21;1;11;11;1;11;11;21;11;21;21;41;31;21;11;1;11;1;11;11;21;11;51;390
353;682;1;395;253;395;1;1;11;1;1;-9;1;11;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;-9;11;-9;1;1;-9;-9;1;1;1;-9;1;1;1;1;1;1;11;11;1;1;1;1;11;1;-9;1;1;1;1;11;1;395
1171;683;1;395;253;395;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;1;11;31;395
1412;684;1;395;253;395;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;51;395
1413;685;1;395;253;395;11;1;11;21;11;1;1;21;31;41;21;11;41;11;11;1;21;11;41;21;1;1;31;11;1;11;11;1;21;11;31;11;21;31;11;11;21;21;1;1;1;1;11;1;1;1;21;11;1;1;1;31;11;11;11;21;1;11;21;31;31;1;1;11;1;21;41;41;395
1493;686;1;395;253;395;1;1;11;1;1;11;1;11;31;11;21;21;21;1;11;11;1;1;21;1;11;11;11;1;1;1;1;1;1;11;1;1;11;31;21;21;1;21;-9;11;11;1;1;1;1;1;1;1;1;11;1;11;11;11;21;31;11;11;21;21;1;1;1;11;1;21;11;51;395
1604;687;1;395;253;395;11;21;21;1;11;11;21;11;31;11;21;1;21;1;1;21;11;1;1;11;11;1;1;1;1;21;1;1;1;11;11;1;21;31;21;11;11;21;1;11;1;1;1;1;1;1;11;21;11;11;1;11;11;21;11;31;1;31;21;11;11;1;11;1;11;11;11;51;395
1667;688;1;395;253;395;11;11;21;1;1;1;1;11;31;21;11;1;21;1;11;1;11;11;11;11;1;1;1;11;1;1;11;1;1;21;11;11;11;21;21;21;1;21;1;1;21;21;11;11;11;1;11;1;1;21;1;21;11;21;11;31;21;11;31;11;21;21;1;11;31;31;31;51;395
1785;689;1;395;253;395;21;11;11;1;21;1;11;21;31;21;11;1;11;11;1;1;11;1;1;21;11;11;1;1;1;1;1;1;1;21;1;1;1;31;11;11;1;21;1;11;1;11;1;11;11;21;11;11;1;11;11;11;21;11;21;21;11;31;21;11;1;11;1;1;1;11;11;51;395
1899;690;1;395;253;395;21;11;11;21;11;1;21;21;31;11;21;21;11;11;31;1;31;21;1;21;1;1;1;1;11;1;1;1;1;21;11;11;11;31;21;21;1;21;-9;1;11;-9;11;1;11;11;11;11;1;1;1;11;11;11;11;21;21;21;21;11;-9;1;21;1;1;21;21;31;395
1998;691;1;395;253;395;11;11;21;1;1;11;1;21;31;21;11;11;21;21;1;1;21;1;1;21;1;1;1;1;1;11;21;1;11;21;11;21;1;31;11;21;21;21;1;11;11;1;1;1;1;31;1;1;1;1;11;31;21;11;11;21;31;31;31;21;-9;11;1;1;11;11;1;51;395
23;692;1;400;253;400;11;11;21;11;21;1;21;11;31;11;21;11;21;21;21;11;11;1;11;21;21;1;1;11;21;21;1;1;11;21;11;11;11;31;11;1;11;31;1;1;1;1;11;21;1;11;11;1;11;11;11;21;11;21;21;1;11;11;21;1;11;11;1;1;11;1;21;11;400
82;693;1;400;253;400;21;1;11;21;1;21;11;21;31;11;21;1;21;41;31;11;1;1;11;11;1;11;1;11;11;21;1;1;1;21;21;11;1;21;1;1;1;21;21;1;1;-9;1;1;1;1;1;1;1;1;21;1;21;21;21;31;1;11;1;31;1;21;1;11;11;1;51;1;400
402;694;1;400;253;400;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;1;1;1;11;1;1;1;1;1;1;11;1;400
406;695;1;400;253;400;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;1;1;1;11;1;1;1;1;-9;1;11;1;400
537;696;1;400;253;400;11;11;21;11;11;1;1;21;41;11;21;11;11;1;11;1;1;1;1;11;11;1;1;31;1;11;11;1;1;11;1;11;1;21;11;11;21;11;1;21;1;-9;11;1;11;21;1;1;1;11;1;1;81;21;11;11;11;1;11;11;1;1;21;1;21;11;11;31;400
926;697;1;400;253;400;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;-9;11;1;400
929;698;1;400;253;400;11;1;11;1;1;1;1;11;21;11;11;11;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;1;11;1;400
1299;699;1;400;253;400;11;1;11;1;1;1;1;11;21;11;11;11;11;1;1;1;1;1;1;11;1;1;1;1;1;1;11;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;1;11;11;1;1;1;1;1;11;11;41;400
1557;700;1;400;253;400;11;21;11;1;1;1;1;11;41;21;11;1;11;1;11;1;1;11;1;11;11;1;1;11;11;1;1;1;1;21;1;1;1;21;11;11;1;31;-9;1;1;-9;1;11;1;1;11;1;1;1;1;1;11;11;11;21;1;31;21;11;1;21;1;1;21;21;11;51;400
1651;701;1;400;253;400;11;11;21;1;1;1;1;11;31;21;11;1;21;1;11;1;21;21;11;11;1;1;1;11;1;1;11;1;1;21;11;11;21;21;21;21;1;21;1;1;21;21;11;11;11;1;1;1;1;11;1;21;11;21;11;31;21;11;31;11;21;21;1;11;31;31;31;51;400
80;702;1;405;253;405;31;1;11;21;11;1;21;21;31;11;11;1;11;21;21;1;1;1;21;11;1;11;11;1;1;11;1;1;1;41;11;1;1;21;1;1;1;21;11;1;1;-9;11;1;1;1;1;11;1;1;11;1;21;21;21;21;1;11;1;11;11;31;11;21;21;1;41;1;405
85;703;1;405;253;405;31;21;31;11;11;11;31;11;41;11;21;11;21;21;31;11;11;1;21;21;1;11;1;11;1;11;21;21;1;31;11;11;31;21;11;1;11;31;1;21;11;1;1;1;11;21;11;11;11;11;21;11;11;21;21;31;11;11;11;31;11;21;21;11;21;11;61;11;405
404;704;1;405;253;405;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;11;21;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;11;11;1;1;1;1;11;1;1;1;1;1;1;11;1;405
1313;705;1;405;253;405;11;1;11;1;1;1;1;11;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;41;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;81;405
1347;706;1;405;253;405;11;1;11;1;1;1;1;11;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;41;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;61;405
1414;707;1;405;253;405;11;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;1;1;1;1;1;1;1;1;11;1;1;1;1;1;11;11;11;21;1;1;21;11;1;1;1;1;1;11;11;41;405
1542;708;1;405;253;405;21;21;21;1;1;1;11;21;31;21;21;1;11;1;11;11;11;11;11;11;1;1;21;1;1;11;1;21;11;21;11;11;1;21;11;21;11;21;-9;1;11;-9;1;1;11;1;1;11;11;1;1;1;31;11;11;21;1;31;21;21;1;11;1;21;1;11;11;51;405
83;709;1;410;253;410;31;11;11;1;1;11;21;11;41;11;11;1;21;11;1;11;31;1;11;21;1;11;1;11;1;1;31;1;1;21;1;1;21;21;21;1;1;31;-9;21;11;-9;1;1;11;11;11;11;11;11;11;11;11;11;1;11;21;1;1;21;1;1;1;1;21;21;61;31;410
191;710;1;410;253;410;1;11;21;1;11;11;21;11;41;11;21;1;11;1;1;1;21;21;11;11;21;21;21;21;11;1;11;11;1;11;21;11;11;21;21;11;1;31;1;1;1;-9;11;1;11;-9;1;1;11;21;1;1;1;11;31;11;31;1;1;21;1;21;21;1;1;11;11;31;410
301;711;1;410;253;410;21;21;21;11;1;21;1;11;41;11;11;31;31;21;11;1;11;11;1;31;11;1;11;1;31;1;21;21;1;11;11;1;1;11;11;21;1;21;11;11;1;1;1;1;21;31;21;11;1;1;1;11;1;11;11;21;11;31;1;11;21;31;1;41;71;1;11;11;410
1210;712;1;410;253;410;11;1;11;1;1;1;11;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;11;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;11;1;1;21;11;1;1;1;1;1;-9;11;31;410
1603;713;1;410;253;410;21;11;11;1;11;11;1;41;31;21;11;11;11;11;1;31;1;1;1;41;1;31;1;11;11;11;11;1;1;11;1;11;21;31;11;11;11;21;21;1;11;1;1;1;1;1;11;1;31;11;11;11;21;11;41;21;31;31;21;21;1;11;11;1;11;31;11;41;410
1763;714;1;410;253;410;21;1;11;1;11;11;11;11;31;11;21;1;21;1;11;1;11;1;1;11;1;31;1;21;21;1;1;11;1;21;11;11;1;31;11;21;1;21;-9;11;11;11;1;1;1;1;1;1;1;1;1;21;21;11;11;41;81;31;11;11;-9;1;1;1;11;11;11;61;410
22;715;1;415;253;415;1;1;11;1;1;1;1;11;21;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;1;1;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;1;11;11;1;1;1;1;-9;1;1;1;1;1;1;21;1;415
127;716;1;415;253;415;1;1;31;1;1;1;11;11;31;11;31;21;11;11;1;1;1;1;11;11;11;1;1;11;1;1;11;21;1;21;1;31;1;31;1;1;11;21;-9;31;1;1;11;1;21;1;1;1;1;1;1;1;1;11;21;11;1;1;31;11;1;11;11;41;1;11;1;1;415
808;717;1;415;253;415;11;11;21;31;1;11;31;21;31;11;21;11;11;11;1;21;1;21;11;21;1;11;1;1;1;1;1;11;11;21;1;1;11;21;11;11;1;11;-9;1;11;31;11;1;11;11;1;11;21;11;1;11;11;11;11;21;11;11;21;31;21;11;21;1;11;-9;11;11;415
898;718;1;415;253;415;21;1;11;1;11;11;1;11;51;11;31;21;31;1;11;1;1;11;11;21;1;21;1;1;11;11;1;11;1;11;1;21;1;21;21;21;1;21;1;11;11;-9;1;1;1;1;21;11;1;11;1;1;11;11;21;31;1;11;21;21;11;1;41;11;11;-9;21;1;415
1023;719;1;415;253;415;21;11;31;1;11;1;11;11;21;31;31;1;11;11;1;31;11;31;1;11;21;1;1;11;1;1;11;1;1;11;21;1;1;21;11;21;21;11;-9;21;1;-9;31;1;1;1;11;31;1;1;11;11;11;11;11;21;31;11;21;21;21;1;11;11;11;1;21;1;415
1544;720;1;415;253;415;11;1;21;11;21;11;1;31;41;21;11;21;11;21;11;1;41;1;31;11;11;1;1;1;11;1;1;1;1;21;1;31;1;31;11;21;1;31;11;1;1;1;1;11;1;1;1;1;21;31;1;21;11;21;11;41;21;31;11;21;11;11;31;21;1;31;11;41;415
1649;721;1;415;253;415;11;11;21;1;1;1;21;11;31;11;21;1;31;1;11;21;1;1;1;21;1;1;1;11;1;1;1;1;1;21;21;1;1;21;21;21;1;21;-9;1;21;11;11;11;1;1;21;1;1;31;1;21;11;21;11;31;11;31;31;11;11;31;1;11;31;31;21;51;415
1992;722;1;415;253;415;11;1;11;1;81;1;1;11;31;11;11;1;11;1;1;1;1;1;1;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;81;1;1;1;1;1;1;11;11;11;21;21;31;21;11;-9;1;1;1;1;11;11;51;415
300;723;1;420;253;420;11;11;31;1;31;1;1;21;21;31;31;11;21;21;11;1;21;1;11;11;1;11;11;11;11;1;31;1;1;11;31;1;1;11;31;11;1;31;1;1;1;11;1;11;1;21;1;1;1;1;21;11;1;31;21;11;1;11;11;21;1;21;1;1;61;11;21;11;420
498;724;1;420;253;420;11;11;21;1;11;1;21;11;31;11;11;1;11;11;11;11;11;11;11;11;1;1;1;21;1;21;11;1;1;31;11;1;1;21;21;11;11;21;-9;1;1;1;1;11;1;11;1;1;11;11;11;11;11;21;21;11;1;11;21;21;1;11;11;11;1;21;21;11;420
1384;725;1;420;253;420;11;11;11;1;1;11;1;21;31;21;11;1;11;1;11;11;1;11;1;11;1;11;11;11;11;1;1;11;1;21;11;1;1;31;11;11;11;11;1;11;1;-9;11;1;11;1;11;11;1;11;11;1;21;21;11;21;11;11;31;11;11;1;1;1;11;11;11;51;420
1558;726;1;420;253;420;11;-9;11;1;1;1;1;11;31;11;1;1;11;1;1;1;1;1;-9;11;1;1;1;1;1;1;1;1;1;11;1;1;1;21;11;11;1;21;-9;1;1;-9;1;1;1;1;1;1;1;1;1;1;11;11;11;21;1;31;21;11;1;-9;1;1;-9;11;11;51;420
1563;727;1;420;253;420;11;11;11;1;1;1;11;11;41;21;21;1;11;1;11;1;1;11;21;21;1;1;1;11;11;1;1;1;1;21;1;1;1;21;11;11;1;31;11;1;1;-9;1;11;1;1;11;1;1;1;11;1;21;11;11;21;1;41;21;11;1;21;1;1;11;21;11;51;420
1653;728;1;420;253;420;11;31;21;21;1;1;11;11;31;31;21;1;21;1;11;31;1;1;11;21;1;1;1;11;1;1;1;1;1;21;31;11;1;21;21;21;1;21;11;1;31;-9;1;1;1;1;11;1;1;11;1;11;11;11;11;21;21;11;21;11;1;11;1;11;31;21;11;51;420
